frame,kp0_x,kp0_y,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,kp7_x,kp7_y,kp8_x,kp8_y,kp9_x,kp9_y,kp10_x,kp10_y,kp11_x,kp11_y,kp12_x,kp12_y,kp13_x,kp13_y,kp14_x,kp14_y,kp15_x,kp15_y,kp16_x,kp16_y
289,314.62,156.57,-5.69,-1.55,-1.39,3.38,-1.8,-0.77,-1.72,-5.6,287.39,195.55,350.3,199.31,274.06,256.06,358.12,259.23,267.22,320.06,375.27,316.32,290.91,315.84,346.39,314.64,259.79,361.08,379.94,357.44,288.38,431.83,341.93,430.86
290,320.6,150.94,0.32,2.06,2.55,0.47,-7.91,5.11,1.64,-4.81,286.85,199.42,352.72,196.54,278.3,251.32,360.83,250.23,266.41,324.52,378.23,319.43,292.45,317.0,346.89,311.64,258.77,365.14,374.76,356.4,295.05,431.13,342.5,430.31
291,322.43,167.3,-0.5,-0.17,6.11,-2.2,-5.3,1.0,4.3,1.44,289.61,193.66,349.77,204.39,270.06,258.47,363.45,256.66,270.99,321.23,371.73,315.55,288.42,320.28,342.98,326.59,267.92,367.74,375.86,362.06,298.48,433.03,343.58,435.12
292,320.0,160.45,-6.15,2.58,-1.04,1.86,0.94,0.72,-0.18,3.15,289.2,194.12,352.28,196.7,269.7,255.85,366.13,259.55,261.47,318.4,374.68,318.13,294.34,324.09,348.18,324.0,248.95,366.91,382.5,369.82,291.87,422.95,345.03,428.9
293,322.61,164.24,-0.35,-0.96,2.09,-1.03,-1.36,4.15,5.04,4.34,289.33,191.38,349.41,196.91,274.48,257.25,364.92,255.78,264.88,324.83,366.12,319.94,298.82,323.57,348.18,321.13,262.94,365.47,381.66,352.63,292.89,432.79,342.49,436.48
294,319.75,159.79,4.5,-0.73,0.71,3.6,-5.89,-1.14,3.32,0.26,295.87,193.15,343.24,202.53,278.46,258.68,366.6,262.43,266.74,316.63,370.76,323.07,290.34,318.44,344.02,320.91,260.35,357.6,384.61,357.62,293.83,423.63,342.15,432.06
295,321.28,160.89,2.2,8.35,-2.99,-6.48,-4.2,-2.81,-3.9,0.37,295.01,204.65,352.02,207.06,273.57,251.96,369.21,251.14,266.98,320.57,369.59,317.73,290.28,317.85,349.01,317.97,257.73,354.41,375.71,360.97,296.37,426.8,336.16,431.68
296,316.41,159.83,-3.02,-3.95,0.61,9.43,3.0,0.54,1.44,-7.0,285.51,187.03,356.92,203.18,276.57,257.61,358.79,256.2,277.17,317.6,367.74,310.04,300.52,315.62,337.97,312.21,256.94,358.3,378.78,356.82,298.11,430.32,349.25,428.57
297,332.18,152.97,-3.61,-4.11,-0.84,-6.88,1.18,-7.62,0.65,-5.41,288.47,197.64,359.22,190.91,274.4,252.33,361.52,252.37,273.3,313.27,379.0,316.89,290.96,311.85,341.79,316.52,256.79,352.73,374.29,360.82,299.93,435.52,347.12,429.67
298,323.18,148.41,-7.38,1.75,-4.02,-0.26,0.48,0.99,3.75,3.33,290.78,191.22,350.43,190.6,274.21,263.46,365.73,254.78,267.18,317.06,373.04,316.05,295.86,314.31,350.09,311.31,264.45,360.77,371.47,354.32,294.79,423.03,348.31,426.15
299,318.11,149.54,0.16,-1.37,-0.27,-0.24,-1.79,-3.09,4.33,-8.42,289.18,188.52,351.68,184.57,273.0,249.98,369.28,251.72,265.27,308.44,373.54,305.59,294.69,306.51,343.46,317.33,265.07,357.96,370.21,358.27,298.48,427.65,344.78,426.42
300,315.42,151.65,-2.22,-9.65,7.06,-3.21,-0.99,6.56,-0.57,-0.65,285.09,180.96,349.33,188.95,276.22,245.57,365.08,240.15,271.84,308.15,377.89,307.53,291.23,302.3,343.69,304.24,268.86,349.96,364.71,356.05,300.53,430.32,348.25,434.05
301,321.07,141.11,0.78,4.83,2.12,2.99,-1.85,-0.81,-0.47,-0.21,294.67,174.98,350.12,184.05,269.51,247.05,362.1,242.94,277.4,308.41,372.3,305.89,294.34,306.11,348.21,295.11,265.34,356.01,368.83,348.03,296.71,428.92,347.12,431.77
302,317.57,143.58,-1.99,-1.73,-2.13,4.52,-1.12,5.49,7.13,-2.95,278.32,185.23,348.63,177.58,272.65,239.39,370.19,241.69,275.13,303.02,368.76,299.49,297.25,296.75,348.99,292.42,273.97,354.76,365.2,347.88,291.77,429.04,347.65,435.04
303,314.58,135.22,-1.43,3.18,-2.11,-1.72,-5.65,1.93,-0.65,-2.62,288.96,182.12,345.98,174.25,280.01,237.92,367.68,239.22,269.86,296.22,373.33,302.26,299.34,283.92,350.22,287.23,272.65,350.37,367.65,353.21,293.98,433.35,345.56,427.71
304,317.17,135.77,-0.33,-5.5,3.39,-1.92,6.37,-5.61,-0.72,-2.8,286.1,172.18,357.08,174.7,271.83,226.81,358.11,231.98,267.47,293.23,360.91,293.76,299.11,290.27,337.42,280.57,274.69,350.23,357.01,356.38,295.17,429.51,351.37,429.94
305,321.6,127.66,-5.48,-2.44,8.75,2.53,1.1,-3.91,3.65,-5.43,283.73,168.42,357.82,178.25,273.2,227.96,358.44,230.97,270.65,293.82,373.64,289.87,297.22,276.12,347.15,276.89,282.38,349.78,359.74,351.44,288.72,425.74,343.92,424.23
306,318.37,125.78,5.24,0.57,4.12,1.21,-2.14,0.53,2.92,4.77,289.47,160.68,343.13,165.97,265.65,234.45,367.39,224.73,265.56,291.39,365.55,283.2,291.94,274.64,347.48,278.96,287.09,346.91,361.17,344.23,287.72,427.32,341.77,427.47
307,316.16,122.2,2.48,6.86,-6.9,-5.15,-3.17,3.06,-0.82,-2.9,292.87,167.87,349.92,160.78,276.08,223.11,364.04,221.99,273.7,285.04,374.14,289.39,296.84,267.63,349.16,271.52,295.58,346.86,357.62,346.78,294.6,428.96,346.18,432.08
308,324.62,122.26,-1.85,-1.31,-5.29,6.64,-2.16,3.87,1.11,1.21,289.53,157.87,346.13,167.93,275.46,225.52,370.54,219.38,271.69,281.2,365.37,280.28,297.35,263.43,343.7,264.73,295.73,337.07,354.72,343.39,292.44,428.89,347.67,432.9
309,320.74,122.64,5.08,3.27,-2.18,1.98,2.0,-3.26,-6.28,-8.09,290.28,159.46,345.27,162.46,275.61,223.67,366.48,214.01,271.83,280.95,367.81,272.5,295.4,257.58,349.48,259.95,296.11,334.81,351.33,349.03,291.44,429.36,343.39,427.26
310,320.98,110.67,-0.44,2.06,-0.86,-4.0,4.12,2.92,-4.16,-5.18,286.19,158.03,351.1,159.01,273.7,212.15,368.68,213.64,270.75,269.65,367.72,279.89,292.13,261.45,335.68,255.95,290.22,349.31,344.42,345.02,299.23,427.11,343.51,430.57
311,314.07,111.98,5.1,2.09,-0.63,0.45,2.32,3.09,-2.23,6.14,295.27,156.51,346.63,149.72,273.69,214.04,357.93,215.78,275.15,276.1,367.3,270.62,296.2,254.71,346.77,257.73,296.71,336.99,348.55,340.07,294.61,433.46,348.89,435.59
312,321.7,111.72,-1.01,-6.94,5.36,-1.29,2.02,2.72,-4.98,-3.69,296.19,153.32,347.68,151.66,279.34,215.9,359.14,218.7,273.86,271.55,365.23,276.38,296.91,247.19,344.07,265.53,293.55,337.9,342.48,347.95,298.39,435.63,345.99,435.02
313,316.61,111.62,1.15,5.53,1.28,-2.5,0.26,-6.71,-9.28,3.33,288.5,149.92,353.32,156.56,277.14,218.68,367.01,212.18,270.96,265.83,373.82,261.19,292.65,251.45,341.84,249.55,301.68,344.8,342.93,338.51,289.89,432.82,344.0,422.13
314,320.4,112.0,3.85,-0.29,-1.49,7.95,0.03,2.88,-2.16,2.76,284.18,148.4,345.17,147.82,280.0,207.79,367.87,216.31,269.89,274.22,372.12,270.71,298.0,257.7,342.45,246.5,290.76,344.08,349.69,337.95,286.46,427.3,347.19,429.73
315,320.72,107.91,4.06,1.37,2.35,0.64,2.1,1.83,-3.71,1.49,293.17,154.62,351.66,146.14,271.75,208.26,365.76,209.51,265.51,265.48,361.61,257.52,294.47,259.28,352.19,246.09,295.6,334.14,339.75,335.21,294.1,429.27,346.01,432.65
316,318.65,110.39,-4.38,-5.38,-6.0,2.6,-1.35,-7.48,-0.25,-5.0,296.64,147.93,352.73,154.6,271.18,210.55,367.21,210.71,271.44,264.92,372.22,268.3,296.4,254.02,347.68,251.74,297.4,342.85,351.15,339.96,295.66,433.73,343.04,424.66
317,321.97,110.14,-4.83,2.0,5.72,-6.52,4.09,-10.15,-1.6,7.36,288.69,151.33,353.05,144.1,275.29,211.23,372.45,206.03,268.47,267.26,365.86,275.48,295.11,249.13,342.93,249.1,292.43,335.33,344.64,338.95,291.97,430.62,345.96,427.77
318,319.42,120.8,8.48,-4.22,-3.66,-4.24,4.23,-1.59,0.96,7.99,289.96,154.99,352.08,149.81,279.24,208.76,370.36,209.81,268.09,267.81,366.3,270.45,285.27,252.09,342.97,256.19,295.18,338.03,344.68,339.93,300.94,426.71,342.12,425.49
319,314.07,115.03,0.81,5.13,4.17,9.59,-0.3,-1.04,-5.2,2.79,290.47,156.4,345.44,155.21,275.82,214.35,362.27,218.56,278.2,269.36,372.88,262.29,297.67,247.84,342.9,250.07,291.48,344.87,340.23,340.08,292.95,436.32,346.73,425.29
320,318.11,122.07,2.86,-3.67,-1.07,-0.94,-2.15,-6.84,-2.71,5.56,288.48,155.44,350.56,164.72,275.04,220.22,362.61,214.81,270.05,272.75,369.19,279.4,291.8,258.19,347.83,254.89,295.29,342.63,348.43,334.31,293.51,431.49,351.98,432.27
321,324.5,113.44,-0.51,4.88,-3.55,3.86,2.93,1.1,-1.31,-3.95,297.1,160.8,351.36,156.62,275.15,218.93,366.6,221.21,266.87,272.41,370.34,271.28,293.71,259.54,346.97,269.51,281.43,352.41,349.86,344.7,289.34,433.99,345.17,429.75
322,312.25,121.32,3.38,-0.95,4.7,4.53,-2.56,6.38,0.18,0.2,290.4,161.3,339.48,160.28,269.54,227.53,371.34,224.43,269.05,276.99,367.37,288.79,292.23,256.01,349.12,271.43,293.92,348.56,357.52,344.62,286.69,430.11,347.49,429.46
323,319.28,120.18,-4.01,7.35,7.5,-0.01,1.13,-3.92,2.57,7.04,283.88,165.9,352.16,166.15,281.57,232.18,364.07,226.73,270.34,281.51,371.08,286.73,295.87,266.13,343.15,267.83,281.8,346.87,356.5,349.53,291.57,427.69,351.22,429.34
324,320.12,126.57,4.53,4.69,4.45,0.11,-3.49,7.7,3.43,-1.83,295.7,165.13,355.64,173.19,271.31,229.6,368.13,237.73,267.03,293.0,370.07,282.31,294.52,274.19,340.76,275.43,286.74,347.86,354.92,346.32,294.98,430.87,349.44,431.09
325,314.39,128.41,0.66,4.5,5.19,7.1,0.52,3.05,-5.82,1.72,285.7,170.41,362.12,171.87,271.54,232.29,362.93,226.82,278.41,294.93,371.38,289.09,293.76,285.09,346.23,266.59,290.22,349.0,360.83,352.61,296.86,432.99,343.31,425.08
326,321.12,139.85,-2.59,-2.91,4.88,-1.83,-1.64,-1.49,-0.26,-6.29,287.84,175.05,350.89,178.76,282.36,240.18,368.66,233.53,267.51,294.2,372.34,297.42,297.49,283.29,348.15,288.82,281.63,349.52,358.55,346.22,292.28,431.03,347.08,424.34
327,317.98,138.59,-3.6,1.74,-1.23,-2.89,0.21,1.57,-3.39,-0.97,291.87,174.56,343.37,171.47,273.33,232.34,363.61,244.27,264.49,296.48,378.53,299.25,293.53,288.03,346.72,295.44,273.55,348.01,358.81,351.46,289.38,428.14,341.37,434.3
328,317.97,142.64,-6.42,0.53,-4.81,-1.7,8.84,3.73,-0.51,12.8,286.34,185.71,343.87,180.07,269.61,242.08,365.22,239.82,274.37,298.78,371.31,304.33,289.07,290.47,345.22,295.99,278.95,351.56,365.47,348.93,296.32,428.81,343.9,429.62
329,322.21,142.11,-3.09,1.73,-12.1,-2.41,-4.61,4.81,-1.76,-2.24,289.81,181.98,348.39,184.75,273.31,242.65,360.96,239.75,270.24,305.59,364.29,307.4,298.06,302.01,346.2,300.66,279.68,352.54,364.87,347.61,302.02,437.08,341.3,427.09
330,318.7,152.4,-5.15,-7.87,8.67,1.25,1.82,-0.82,1.86,-6.06,286.64,187.92,340.92,186.29,273.54,246.29,362.8,243.52,262.71,308.08,368.8,302.0,295.25,301.32,343.16,293.87,271.48,350.07,371.5,351.77,293.45,434.61,347.13,434.52
331,321.32,151.98,-7.12,-1.27,-0.9,4.89,-2.02,1.06,0.9,4.63,289.47,193.7,343.18,183.94,265.87,253.54,367.69,253.98,267.29,308.14,369.52,316.17,301.78,309.72,346.32,311.89,265.7,354.59,372.76,352.24,294.3,425.53,349.1,432.17
332,325.72,146.47,7.61,-6.29,-4.79,-2.48,5.23,0.9,-0.98,-3.17,284.5,197.51,353.19,198.39,276.59,242.42,360.02,254.84,268.52,310.75,365.59,316.77,296.82,312.18,342.47,310.88,259.56,356.67,364.98,350.92,293.71,439.5,337.8,425.03
333,320.87,162.3,0.81,2.81,-1.35,-2.04,0.33,-2.63,2.9,-6.43,293.56,195.38,349.14,188.65,271.08,260.02,364.17,256.34,266.48,315.11,364.51,315.62,296.48,314.6,341.39,311.95,265.49,357.24,375.51,365.7,291.2,434.32,340.38,432.62
334,322.83,155.03,-4.87,-7.88,-2.46,2.1,-4.31,0.39,-5.91,-0.94,285.41,196.76,348.0,192.31,272.36,253.34,359.74,261.4,268.56,308.26,367.51,320.73,291.95,321.89,341.57,317.92,266.19,360.63,372.45,355.06,299.68,426.78,348.9,428.28
335,320.57,152.95,-2.43,-3.5,0.9,0.37,1.85,-1.96,-3.72,0.73,285.88,202.81,349.54,197.19,276.85,258.19,358.37,254.25,274.23,318.83,363.27,319.9,292.76,314.39,340.42,321.89,253.19,356.05,379.43,365.71,297.22,426.62,351.12,424.58
336,321.06,161.4,-3.52,2.79,-2.06,2.78,-7.36,1.34,-1.65,4.6,289.82,204.45,352.03,198.94,278.15,262.63,366.89,250.28,266.07,324.99,364.98,322.98,297.83,316.33,337.02,316.96,268.69,356.33,376.44,355.79,299.86,429.03,342.5,435.65
337,322.32,156.26,-4.89,4.63,0.07,-6.2,-7.13,-4.46,-4.96,-8.18,285.6,196.26,348.15,206.71,273.93,259.27,367.04,258.99,271.6,321.06,370.49,331.0,298.64,315.59,346.48,316.75,261.83,354.47,375.53,361.35,298.99,432.01,348.42,431.5
338,320.69,157.92,3.25,4.1,-0.25,-0.47,6.37,-0.08,0.3,1.94,289.61,196.66,351.51,199.78,282.37,263.09,362.62,262.86,271.23,325.18,367.9,320.69,294.6,320.15,341.46,322.22,261.71,365.12,379.92,358.33,298.16,426.82,349.34,434.33
339,325.03,160.96,-1.95,0.44,1.52,-2.24,5.33,2.32,-3.57,7.53,290.39,195.08,346.68,205.4,282.3,263.49,370.28,264.32,272.23,320.77,372.16,322.4,292.03,322.16,350.83,318.41,259.13,361.69,377.02,354.51,299.59,428.2,345.07,427.56
340,325.11,161.91,-0.96,-4.72,-1.39,2.28,0.75,0.44,0.85,3.04,289.83,200.29,346.05,208.71,273.86,259.31,367.27,256.85,270.03,318.48,366.34,320.25,288.4,324.9,348.17,320.45,254.11,356.23,384.5,376.0,299.78,434.15,347.1,426.61
341,323.98,152.67,-4.84,-5.09,3.9,-0.23,0.4,-0.06,-4.5,-2.68,287.52,191.45,347.98,192.75,277.31,259.72,359.83,255.89,277.42,313.15,371.71,317.5,299.37,317.09,343.27,316.17,262.37,358.46,372.68,363.8,299.27,425.82,343.8,429.1
342,315.37,147.76,-2.68,-1.43,-5.76,0.71,4.65,3.37,-0.51,-7.36,292.86,195.81,351.7,202.97,271.7,243.73,360.79,257.17,270.11,310.36,364.32,313.81,290.02,315.4,343.35,310.81,260.31,359.14,376.83,358.9,295.72,429.71,340.87,427.08
343,318.42,161.24,-5.4,-1.68,0.39,-1.21,4.3,-1.23,-0.94,3.26,297.24,198.61,349.45,192.79,275.19,253.57,361.61,256.73,270.83,312.8,364.92,313.23,287.43,307.85,342.75,311.32,272.43,359.48,380.88,359.77,299.5,437.43,342.07,426.81
344,322.68,150.38,0.88,-0.99,-2.39,6.48,-4.4,2.75,2.1,-6.32,286.68,187.74,352.26,188.92,274.66,244.56,374.3,250.68,272.0,308.23,367.39,318.04,287.33,307.66,340.15,304.93,264.17,352.21,373.42,345.88,293.74,429.64,339.56,436.05
345,317.62,146.55,-2.37,-0.33,5.23,9.89,2.98,4.35,6.87,1.0,296.28,190.67,350.58,188.9,267.71,248.67,358.83,241.0,270.77,303.04,369.97,308.05,295.73,298.88,348.59,302.14,270.51,350.21,370.54,359.39,298.88,426.81,342.82,426.05
346,317.37,138.77,-0.55,2.53,-3.14,-0.36,-0.88,4.22,-2.45,-2.3,286.62,179.82,352.12,183.82,275.22,249.46,370.33,237.78,272.59,305.27,368.15,305.68,288.09,303.96,347.06,294.65,268.6,346.93,367.8,351.82,289.7,433.11,350.11,429.89
347,318.78,142.79,-0.08,-4.33,-2.61,-1.19,0.99,0.04,0.84,-6.1,292.66,181.06,360.21,179.5,276.29,252.36,365.78,240.78,266.05,307.16,365.36,302.76,293.11,292.71,339.3,298.84,272.16,347.56,371.74,350.4,296.34,433.37,346.9,421.21
348,322.78,137.21,-1.32,-0.44,-6.44,0.77,-5.46,-1.14,0.63,4.3,286.72,183.42,353.79,175.9,270.57,231.84,366.09,234.66,274.8,294.9,366.4,298.55,292.26,288.69,348.94,289.13,276.15,351.87,357.56,352.61,295.64,433.57,347.42,429.19
349,324.13,132.96,0.99,-1.24,1.85,-1.51,6.59,8.07,3.5,6.17,283.84,168.44,348.71,174.29,274.21,227.56,369.61,242.74,275.12,298.47,370.9,290.76,295.29,292.2,343.59,281.96,282.54,354.35,358.5,348.61,292.99,430.28,349.41,426.78
350,324.36,131.07,9.3,1.28,-0.39,2.3,-1.35,-7.18,-0.96,-1.03,283.63,170.37,341.73,169.27,275.97,231.05,363.36,230.32,266.86,290.7,370.23,287.06,296.07,279.97,344.34,288.61,279.98,347.15,357.77,344.38,297.74,427.26,342.73,427.85
351,316.06,120.27,-1.85,3.49,0.79,6.24,3.0,2.1,7.53,-0.39,290.25,167.23,356.18,167.28,272.41,229.63,361.73,229.41,271.66,286.52,372.26,281.32,295.65,272.33,356.45,274.81,280.52,341.4,362.31,345.51,291.83,431.35,347.6,432.54
352,320.08,124.68,0.93,1.35,1.7,4.38,0.23,-3.27,-0.58,3.02,282.85,156.92,353.67,170.12,269.94,224.44,363.4,223.0,271.22,278.87,365.57,282.84,294.42,265.15,348.16,267.99,283.48,346.75,354.31,348.97,291.27,424.41,343.76,430.24
353,315.04,115.47,0.73,-3.03,-5.81,3.86,-2.53,4.6,0.11,1.18,289.15,150.4,345.45,160.52,276.46,213.86,364.79,216.53,270.94,280.94,372.97,285.29,296.84,268.87,343.6,276.72,282.41,342.3,356.32,347.42,296.95,432.7,336.67,436.36
354,319.18,123.26,-8.13,1.03,-2.25,2.29,1.27,1.46,-4.24,-0.23,289.28,160.25,353.96,158.87,269.9,218.7,375.44,224.86,258.1,278.53,373.73,277.54,293.16,260.51,347.21,256.99,293.96,343.08,347.05,347.81,288.82,427.78,342.71,438.58
355,317.26,107.23,-2.33,1.82,3.14,9.11,5.63,0.75,-3.57,6.5,288.53,153.22,348.33,150.84,273.14,214.92,367.92,214.3,264.93,269.43,370.84,276.14,292.78,256.32,346.55,263.75,287.79,342.7,352.93,339.24,294.94,429.85,339.75,430.67
356,320.13,116.02,-4.75,0.04,5.53,8.31,5.12,-4.71,1.8,-1.93,291.14,150.71,343.15,152.42,277.89,214.95,366.61,214.66,271.62,275.92,368.9,274.13,301.97,255.89,345.17,255.73,291.47,339.78,348.49,339.5,294.42,426.84,345.43,432.34
357,319.15,104.13,2.36,0.48,-3.97,3.09,-5.59,4.18,-0.23,-9.08,290.71,150.54,347.77,149.21,274.49,210.22,357.57,217.25,269.02,269.23,365.49,275.24,289.81,253.56,342.67,250.92,289.07,338.38,346.55,341.81,291.86,429.64,348.55,423.35
358,319.97,107.17,-4.21,1.04,-2.18,-4.87,5.3,3.68,-7.73,-5.9,292.37,149.83,356.0,153.43,276.2,206.88,366.97,205.87,275.22,272.66,366.7,274.19,303.97,250.49,347.2,249.63,294.66,334.36,345.68,340.56,302.2,422.82,343.88,435.15
359,319.03,109.56,-3.33,-3.73,-7.3,-2.52,-3.96,0.47,-3.15,-1.92,288.19,150.05,347.89,146.0,275.34,214.51,365.51,207.8,269.51,262.04,369.44,268.64,291.27,247.33,343.36,254.31,299.2,336.38,343.1,338.13,298.24,430.58,345.37,432.15
